rebalance_date,symbol,target_weight,rank,momentum_score
2025-09-12,510500.SH,0.25,3,0.9553547128901435
2025-09-12,512880.SH,0.25,4,0.8992502251766596
2025-09-19,159915.SZ,0.25,1,2.4851201880798657
2025-09-19,516160.SH,0.25,2,1.58355652074694
2025-09-19,588000.SH,0.25,3,1.251664384801683
2025-09-19,510500.SH,0.25,4,1.1286689492577668
2025-09-26,159915.SZ,0.25,1,3.028154140360934
2025-09-26,516160.SH,0.25,2,2.0186977722430135
2025-09-26,588000.SH,0.25,3,1.777818247409327
2025-09-26,510500.SH,0.25,4,1.2588960936198894
2025-09-30,159915.SZ,0.25,1,3.2159197776482444
2025-09-30,516160.SH,0.25,2,2.2141129136830044
2025-09-30,588000.SH,0.25,3,2.0022402885186024
2025-09-30,510500.SH,0.25,4,1.2957436383664505
2025-10-10,159915.SZ,0.25,1,3.3237982367293286
2025-10-10,516160.SH,0.25,2,2.3931903899279368
2025-10-10,588000.SH,0.25,3,2.2205214961967368
2025-10-10,510500.SH,0.25,4,1.3275948010589222
2025-10-17,159915.SZ,0.25,1,3.2339336573991537
2025-10-17,516160.SH,0.25,2,2.6608859435420897
2025-10-17,588000.SH,0.25,3,2.6037868582046286
2025-10-17,510500.SH,0.25,4,1.3056044854837143
2025-10-24,159915.SZ,0.25,1,3.1290704984460773
2025-10-24,588000.SH,0.25,2,2.82124657082964
2025-10-24,516160.SH,0.25,3,2.7467166506263374
2025-10-24,510500.SH,0.25,4,1.2246127776312326
2025-10-31,159915.SZ,0.25,1,3.055064122642714
2025-10-31,588000.SH,0.25,2,2.913805631043108
2025-10-31,516160.SH,0.25,3,2.8581452237773184
2025-10-31,510500.SH,0.25,4,1.1535794855010397
2025-11-07,516160.SH,0.25,1,2.980416022127546
2025-11-07,159915.SZ,0.25,2,2.72900846302441
2025-11-07,588000.SH,0.25,3,2.662861796833205
2025-11-07,510500.SH,0.25,4,0.9998995915913916
2025-11-14,516160.SH,0.25,1,3.112227324057663
2025-11-14,159915.SZ,0.25,2,2.3338239326328303
2025-11-14,588000.SH,0.25,3,2.2643966638097894
2025-11-14,510500.SH,0.25,4,0.8544215118206533
2025-11-21,516160.SH,0.25,1,2.978444526610983
2025-11-21,159915.SZ,0.25,2,1.7393864953122482
2025-11-21,588000.SH,0.25,3,1.604050589217613
2025-11-21,510500.SH,0.25,4,0.6121116123095227
2025-11-28,516160.SH,0.25,1,2.4475518148497803
2025-11-28,159915.SZ,0.25,2,1.1923339387427754
2025-11-28,588000.SH,0.25,3,0.9891825223204581
2025-11-28,510300.SH,0.25,4,0.37472376090691006
2025-12-05,516160.SH,0.25,1,1.971243908850944
2025-12-05,159915.SZ,0.25,2,0.826929552888103
2025-12-05,588000.SH,0.25,3,0.556601972607887
2025-12-05,510300.SH,0.25,4,0.2761031757882321
2025-12-12,516160.SH,0.25,1,1.5348112424631393
2025-12-12,159915.SZ,0.25,2,0.6008342542633817
2025-12-12,588000.SH,0.25,3,0.2936547592785701
2025-12-12,510300.SH,0.25,4,0.19555262048253869
2025-12-19,516160.SH,0.25,1,0.9589874352444249
2025-12-19,159915.SZ,0.25,2,0.3458928577127355
2025-12-19,510300.SH,0.25,3,0.10590571760232
2025-12-19,588000.SH,0.25,4,0.08997464714768906
2025-12-26,516160.SH,0.25,1,0.6200391379739971
2025-12-26,159915.SZ,0.25,2,0.2062172245531518
2025-12-26,510300.SH,0.25,3,0.05958605154972249
2025-12-26,510500.SH,0.25,4,0.022765341962898252
2025-12-31,516160.SH,0.25,1,0.4694977241673764
2025-12-31,159915.SZ,0.25,2,0.15100637952645374
2025-12-31,510300.SH,0.25,3,0.04030860599825788
2025-12-31,510500.SH,0.25,4,0.01640189947793197
