symbol,momentum_score,date,rank,buy_signal,target_weight
588000.SH,0.9891825223204581,2025-11-28,3,True,0.25
510300.SH,0.37472376090691006,2025-11-28,4,True,0.25
510500.SH,0.3701409483338511,2025-11-28,5,False,0.0
159928.SZ,1.8600926393461486e-05,2025-11-28,6,False,0.0
512880.SH,-0.00042115511174216315,2025-11-28,7,False,0.0
512010.SH,-0.0023839926766258154,2025-11-28,8,False,0.0
512660.SH,-0.006503647413473714,2025-11-28,9,False,0.0
516160.SH,1.971243908850944,2025-12-05,1,True,0.25
159915.SZ,0.826929552888103,2025-12-05,2,True,0.25
588000.SH,0.556601972607887,2025-12-05,3,True,0.25
510300.SH,0.2761031757882321,2025-12-05,4,True,0.25
510500.SH,0.22221419402814627,2025-12-05,5,False,0.0
159928.SZ,-0.000520507274824744,2025-12-05,6,False,0.0
512880.SH,-0.017500546293812858,2025-12-05,7,False,0.0
512660.SH,-0.029606503152244553,2025-12-05,8,False,0.0
512010.SH,-0.04126656009978207,2025-12-05,9,False,0.0
516160.SH,1.5348112424631393,2025-12-12,1,True,0.25
159915.SZ,0.6008342542633817,2025-12-12,2,True,0.25
588000.SH,0.2936547592785701,2025-12-12,3,True,0.25
510300.SH,0.19555262048253869,2025-12-12,4,True,0.25
510500.SH,0.12937733396872617,2025-12-12,5,False,0.0
159928.SZ,-0.014875478812140654,2025-12-12,6,False,0.0
512660.SH,-0.034398159127890786,2025-12-12,7,False,0.0
512880.SH,-0.03990144741902491,2025-12-12,8,False,0.0
512010.SH,-0.08541603526970659,2025-12-12,9,False,0.0
516160.SH,0.9589874352444249,2025-12-19,1,True,0.25
159915.SZ,0.3458928577127355,2025-12-19,2,True,0.25
510300.SH,0.10590571760232,2025-12-19,3,True,0.25
588000.SH,0.08997464714768906,2025-12-19,4,True,0.25
510500.SH,0.05202425612864424,2025-12-19,5,False,0.0
512660.SH,-0.02258303892080212,2025-12-19,6,False,0.0
159928.SZ,-0.06237795153491465,2025-12-19,7,False,0.0
512880.SH,-0.09544786416888569,2025-12-19,8,False,0.0
512010.SH,-0.16579390572812397,2025-12-19,9,False,0.0
516160.SH,0.6200391379739971,2025-12-26,1,True,0.25
159915.SZ,0.2062172245531518,2025-12-26,2,True,0.25
510300.SH,0.05958605154972249,2025-12-26,3,True,0.25
510500.SH,0.022765341962898252,2025-12-26,4,True,0.25
588000.SH,0.01101883008068127,2025-12-26,5,False,0.0
512660.SH,-0.0014460032614257397,2025-12-26,6,False,0.0
159928.SZ,-0.134559389199333,2025-12-26,7,False,0.0
512880.SH,-0.14032267595438216,2025-12-26,8,False,0.0
512010.SH,-0.2540071529972192,2025-12-26,9,False,0.0
516160.SH,0.4694977241673764,2025-12-31,1,True,0.25
159915.SZ,0.15100637952645374,2025-12-31,2,True,0.25
510300.SH,0.04030860599825788,2025-12-31,3,True,0.25
510500.SH,0.01640189947793197,2025-12-31,4,True,0.25
588000.SH,0.0004434524756460182,2025-12-31,5,False,0.0
512660.SH,9.537773265439142e-05,2025-12-31,6,False,0.0
512880.SH,-0.12313888725986545,2025-12-31,7,False,0.0
159928.SZ,-0.182608227731494,2025-12-31,8,False,0.0
512010.SH,-0.3051564753676202,2025-12-31,9,False,0.0
