date,symbol,close,ma60,r20,r60,r120,volatility_20,avg_turnover,listed_days,score,rank,eligible,hold_signal,buy_signal,passed_listing,passed_liquidity,passed_trend,passed_score,primary_candidate,secondary_candidate,market_regime_on,risk_off,regime_signal,510300_sh_strong,510300_sh_weak,512100_sh_strong,512100_sh_weak
2023-02-10,512100.SH,2.708,,0.07588398887564574,,,0.007242378973012589,2014490890.2,24,0.030353595550258294,,False,False,False,False,True,False,True,False,False,False,True,confirmed_risk_off,False,True,False,True
2023-02-10,512880.SH,0.936,,0.05882352941176472,,,0.014740851259414703,1198999324.45,24,0.02352941176470589,,False,False,False,False,True,False,True,False,False,False,True,confirmed_risk_off,False,True,False,True
2023-02-10,516160.SH,3.423,,0.0214861235452104,,,0.010390749235497357,152593254.2,24,0.00859444941808416,,False,False,False,False,True,False,True,False,False,False,True,confirmed_risk_off,False,True,False,True
2023-02-17,159915.SZ,2.378,,-0.016135705419941915,,,0.011438043198658689,993758367.93225,29,-0.006454282167976767,,False,False,False,False,True,False,False,False,False,False,True,confirmed_risk_off,False,True,False,True
2023-02-17,510300.SH,3.749,,-0.01342105263157889,,,0.009035176036986246,3054351045.85,29,-0.005368421052631556,,False,False,False,False,True,False,False,False,False,False,True,confirmed_risk_off,False,True,False,True
2023-02-17,510500.SH,6.02,,0.03011635865845297,,,0.007200644080276587,2210695957.45,29,0.012046543463381187,,False,False,False,False,True,False,True,False,False,False,True,confirmed_risk_off,False,True,False,True
2023-02-17,512100.SH,2.664,,0.052964426877470494,,,0.008884057480884841,2145355944.55,29,0.0211857707509882,,False,False,False,False,True,False,True,False,False,False,True,confirmed_risk_off,False,True,False,True
2023-02-17,512880.SH,0.909,,-0.009803921568627416,,,0.014505465741472112,1200057129.75,29,-0.0039215686274509665,,False,False,False,False,True,False,False,False,False,False,True,confirmed_risk_off,False,True,False,True
2023-02-17,516160.SH,3.258,,-0.03637976929902387,,,0.011808701551075815,156259338.9,29,-0.014551907719609548,,False,False,False,False,True,False,False,False,False,False,True,confirmed_risk_off,False,True,False,True
2023-02-24,159915.SZ,2.357,,-0.059832469086557594,,,0.010644707750040228,1033338239.7938,34,-0.023932987634623037,,False,False,False,False,True,False,False,False,False,False,True,confirmed_risk_off,False,True,False,True
2023-02-24,510300.SH,3.78,,-0.03101768777236602,,,0.010542739029342729,2920225854.45,34,-0.01240707510894641,,False,False,False,False,True,False,False,False,False,False,True,confirmed_risk_off,False,True,False,True
2023-02-24,510500.SH,6.124,,0.014411131356633966,,,0.0074619689002788665,2190917708.65,34,0.005764452542653587,,False,False,False,False,True,False,True,False,False,False,True,confirmed_risk_off,False,True,False,True
2023-02-24,512100.SH,2.694,,0.028636884306987298,,,0.008700762538644373,1972229239.1,34,0.01145475372279492,,False,False,False,False,True,False,True,False,False,False,True,confirmed_risk_off,False,True,False,True
2023-02-24,512880.SH,0.931,,-0.039215686274509776,,,0.015161202724792835,1127973237.55,34,-0.01568627450980391,,False,False,False,False,True,False,False,False,False,False,True,confirmed_risk_off,False,True,False,True
2023-02-24,516160.SH,3.274,,-0.06376894480983697,,,0.011931781157769938,149566947.95,34,-0.02550757792393479,,False,False,False,False,True,False,False,False,False,False,True,confirmed_risk_off,False,True,False,True
2023-03-03,159915.SZ,2.352,,-0.05920000000000003,,,0.010150794505663445,1074309527.78985,39,-0.023680000000000014,,False,False,False,False,True,False,False,False,False,False,True,confirmed_risk_off,False,True,False,True
2023-03-03,510300.SH,3.844,,-0.0033704952035261693,,,0.010342604033517357,2566651681.55,39,-0.0013481980814104679,,False,False,False,False,True,False,False,False,False,False,True,confirmed_risk_off,False,True,False,True
2023-03-03,510500.SH,6.161,,0.007193068497629573,,,0.0072828856968366155,2024672925.35,39,0.0028772273990518293,,False,False,False,False,True,False,True,False,False,False,True,confirmed_risk_off,False,True,False,True
2023-03-03,512100.SH,2.701,,0.006333830104321869,,,0.00847085734599794,1792727706.35,39,0.002533532041728748,,False,False,False,False,True,False,True,False,False,False,True,confirmed_risk_off,False,True,False,True
2023-03-03,512880.SH,0.944,,-0.009443861490031513,,,0.01397491167787081,940366235.7,39,-0.0037775445960126055,,False,False,False,False,True,False,False,False,False,False,True,confirmed_risk_off,False,True,False,True
2023-03-03,516160.SH,3.225,,-0.07698912421293647,,,0.010519151875278398,139812326.35,39,-0.03079564968517459,,False,False,False,False,True,False,False,False,False,False,True,confirmed_risk_off,False,True,False,True
2023-03-10,159915.SZ,2.3,,-0.06693711967545646,,,0.009428991391113821,1291006497.977,44,-0.026774847870182583,,False,False,False,False,True,False,False,False,False,False,True,confirmed_risk_off,False,True,False,True
2023-03-10,510300.SH,3.681,,-0.03714360449908449,,,0.010227912727140015,2576609728.4,44,-0.014857441799633797,,False,False,False,False,True,False,False,False,False,False,True,confirmed_risk_off,False,True,False,True
2023-03-10,510500.SH,5.986,,-0.021255722694571544,,,0.0076365021426881,1735488332.0,44,-0.008502289077828618,,False,False,False,False,True,False,False,False,False,False,True,confirmed_risk_off,False,True,False,True
2023-03-10,512100.SH,2.635,,-0.026957163958641228,,,0.00859545600162599,1564770332.55,44,-0.010782865583456492,,False,False,False,False,True,False,False,False,False,False,True,confirmed_risk_off,False,True,False,True
2023-03-10,512880.SH,0.896,,-0.042735042735042805,,,0.013696220116440632,939780034.15,44,-0.017094017094017123,,False,False,False,False,True,False,False,False,False,False,True,confirmed_risk_off,False,True,False,True
2023-03-10,516160.SH,3.174,,-0.07274320771253284,,,0.01051763717109564,153878254.9,44,-0.029097283085013137,,False,False,False,False,True,False,False,False,False,False,True,confirmed_risk_off,False,True,False,True
2023-03-17,159915.SZ,2.228,,-0.06307821698906635,,,0.007578607976543357,1741598363.6405997,49,-0.025231286795626542,,False,False,False,False,True,False,False,False,False,False,True,confirmed_risk_off,False,True,False,True
2023-03-17,510300.SH,3.674,,-0.02000533475593491,,,0.010246677471355107,2461532792.75,49,-0.008002133902373965,,False,False,False,False,True,False,False,False,False,False,True,confirmed_risk_off,False,True,False,True
2023-03-17,510500.SH,5.961,,-0.009800664451827146,,,0.007747624064720259,1622190563.75,49,-0.0039202657807308585,,False,False,False,False,True,False,False,False,False,False,True,confirmed_risk_off,False,True,False,True
2023-03-17,512100.SH,2.615,,-0.01839339339339341,,,0.008424841989685827,1412624751.25,49,-0.007357357357357364,,False,False,False,False,True,False,False,False,False,False,True,confirmed_risk_off,False,True,False,True
2023-03-17,512880.SH,0.905,,-0.004400440044004417,,,0.013812708880369076,876522426.45,49,-0.0017601760176017668,,False,False,False,False,True,False,False,False,False,False,True,confirmed_risk_off,False,True,False,True
2023-03-17,516160.SH,2.979,,-0.08563535911602205,,,0.011158508081371818,169135294.5,49,-0.03425414364640882,,False,False,False,False,True,False,False,False,False,False,True,confirmed_risk_off,False,True,False,True
2023-03-24,159915.SZ,2.297,,-0.025456088247772568,,,0.008333204444277204,2207070882.7226,54,-0.010182435299109028,,False,False,False,False,True,False,False,False,False,False,True,confirmed_risk_off,False,True,False,True
2023-03-24,510300.SH,3.746,,-0.008994708994709,,,0.00843113389745812,2276720225.2,54,-0.0035978835978836,,False,False,False,False,True,False,False,False,False,False,True,confirmed_risk_off,False,True,False,True
2023-03-24,510500.SH,6.084,,-0.006531678641410799,,,0.007379730237801829,1445799027.15,54,-0.0026126714565643198,,False,False,False,False,True,False,False,False,False,False,True,confirmed_risk_off,False,True,False,True
2023-03-24,512100.SH,2.661,,-0.012249443207126953,,,0.008474369865667618,1311354067.6,54,-0.004899777282850782,,False,False,False,False,True,False,False,False,False,False,True,confirmed_risk_off,False,True,False,True
2023-03-24,512880.SH,0.911,,-0.02148227712137485,,,0.010180518203021056,795356808.4,54,-0.008592910848549939,,False,False,False,False,True,False,False,False,False,False,True,confirmed_risk_off,False,True,False,True
2023-03-24,516160.SH,3.051,,-0.06811240073304825,,,0.010625945026592892,189689921.15,54,-0.0272449602932193,,False,False,False,False,True,False,False,False,False,False,True,confirmed_risk_off,False,True,False,True
2023-03-31,159915.SZ,2.327,,-0.010629251700680187,,,0.008604308223149192,2309449515.53375,59,-0.0042517006802720745,,False,False,False,False,True,False,False,False,False,False,True,confirmed_risk_off,False,True,False,True
2023-03-31,510300.SH,3.77,,-0.019250780437044757,,,0.008206077494978098,2237231463.65,59,-0.007700312174817903,,False,False,False,False,True,False,False,False,False,False,True,confirmed_risk_off,False,True,False,True
2023-03-31,510500.SH,6.119,,-0.006817075150137963,,,0.007375733020326206,1529309033.65,59,-0.0027268300600551856,,False,False,False,False,True,False,False,False,False,False,True,confirmed_risk_off,False,True,False,True
2023-03-31,512100.SH,2.664,,-0.013698630136986245,,,0.00824708191180885,1261808041.4,59,-0.005479452054794498,,False,False,False,False,True,False,False,False,False,False,True,confirmed_risk_off,False,True,False,True
2023-03-31,512880.SH,0.905,,-0.041313559322033844,,,0.009263317954406705,797578323.4,59,-0.016525423728813538,,False,False,False,False,True,False,False,False,False,False,True,confirmed_risk_off,False,True,False,True
2023-03-31,516160.SH,3.083,,-0.04403100775193791,,,0.011136709001867804,206555999.85,59,-0.017612403100775165,,False,False,False,False,True,False,False,False,False,False,True,confirmed_risk_off,False,True,False,True
2023-04-07,159915.SZ,2.369,2.3800000000000003,0.0286582718193662,0.016738197424892798,,0.00824855976224212,2299379051.2613997,63,0.0181585876977036,,False,False,False,False,True,False,True,False,False,False,True,risk_on_setup,True,False,True,False
2023-04-07,510300.SH,3.837,3.7891166666666662,0.02703426124197006,0.04124830393487122,,0.007732239469715437,2095500797.25,63,0.027313026070736515,,False,False,False,False,True,True,True,False,False,False,True,risk_on_setup,True,False,True,False
2023-04-07,510500.SH,6.235,6.0529166666666665,0.027860204418068024,0.07741489545533109,,0.0069138429500062775,1474144282.95,63,0.04211003994935965,,False,False,False,False,True,True,True,False,False,False,True,risk_on_setup,True,False,True,False
2023-04-07,512100.SH,2.73,2.6527499999999997,0.020560747663551426,0.08635097493036215,,0.007950738128587905,1230866712.7,63,0.04276468903756543,,False,False,False,False,True,True,True,False,False,False,True,risk_on_setup,True,False,True,False
2023-04-07,512880.SH,0.949,0.9264166666666667,0.04515418502202628,0.07474518686296716,,0.012262913739613775,938931616.55,63,0.04795974875399738,,False,False,False,False,True,True,True,False,False,False,True,risk_on_setup,True,False,True,False
2023-04-07,516160.SH,3.038,3.27005,-0.05240174672489084,-0.06263498920086397,,0.011216759765043802,237969492.55,63,-0.04601469437030192,,False,False,False,False,True,False,False,False,False,False,True,risk_on_setup,True,False,True,False
2023-04-14,159915.SZ,2.355,2.3783,0.054635020152261404,-0.01133501259445846,,0.007578020025127522,2010824845.3882499,68,0.01732000302312118,,False,False,False,False,True,False,True,False,False,True,False,confirmed_risk_on,True,False,True,False
2023-04-14,510300.SH,3.804,3.7957833333333335,0.04133588831097712,0.017656500802568198,,0.00586162498632248,2097356714.5,68,0.023596955645418128,,False,False,False,False,True,True,True,False,False,True,False,confirmed_risk_on,True,False,True,False
2023-04-14,510500.SH,6.2,6.085416666666666,0.04641350210970474,0.070257206973934,,0.005020425388296632,1652368740.2,68,0.0466682836334555,,False,False,False,False,True,True,True,False,False,True,False,confirmed_risk_on,True,False,True,False
2023-04-14,512100.SH,2.721,2.668583333333333,0.04855491329479755,0.08233890214797146,,0.006170788229016145,1163706873.25,68,0.05235752617710761,,False,False,False,False,True,True,True,False,False,True,False,confirmed_risk_on,True,False,True,False
2023-04-14,512880.SH,0.941,0.93055,0.057303370786516705,0.04555555555555557,,0.012189269455777417,1066132744.9,68,0.04114357053682891,,False,False,False,False,True,True,True,False,False,True,False,confirmed_risk_on,True,False,True,False
2023-04-14,516160.SH,3.064,3.2446666666666664,0.020652898067954784,-0.09536462946560376,,0.010461145733048977,296659787.55,68,-0.029884692559059588,,False,False,False,False,True,False,False,False,False,True,False,confirmed_risk_on,True,False,True,False
2023-04-21,159915.SZ,2.269,2.3670833333333334,-0.008304195804195613,-0.09094551282051277,,0.00858941534009928,1488394405.17705,73,-0.03969988344988336,,False,False,False,False,True,False,False,False,False,False,True,confirmed_risk_off,False,True,False,True
2023-04-21,510300.SH,3.75,3.7941000000000003,-0.00026659557451347293,-0.03300670448684895,,0.007582209063024187,1992506581.4,73,-0.01330932002454497,,False,False,False,False,True,False,False,False,False,False,True,confirmed_risk_off,False,True,False,True
2023-04-21,510500.SH,6.029,6.106516666666667,-0.007735352205398227,0.006174899866488559,,0.007216268455104199,1528375430.6,73,-0.000624180935563867,,False,False,False,False,True,False,False,False,False,False,True,confirmed_risk_off,False,True,False,True
2023-04-21,512100.SH,2.63,2.679666666666667,-0.010906355772846932,0.013878180416345476,,0.00806260957360085,1085521147.8,73,0.0011887298573994174,,False,False,False,False,True,False,True,False,False,False,True,confirmed_risk_off,False,True,False,True
2023-04-21,512880.SH,0.916,0.9303666666666666,0.007700770077007757,-0.060512820512820475,,0.015603361216767074,1190517641.5,73,-0.021124820174325088,,False,False,False,False,True,False,False,False,False,False,True,confirmed_risk_off,False,True,False,True
2023-04-21,516160.SH,2.957,3.2136666666666667,-0.028580814717477088,-0.13840326340326348,,0.012115930034797962,366167212.5,73,-0.06679363124829624,,False,False,False,False,True,False,False,False,False,False,True,confirmed_risk_off,False,True,False,True
2023-04-28,159915.SZ,2.255,2.34275,-0.025075659316904586,-0.10657686212361339,,0.010065392464384964,1503364248.0629501,78,-0.052661008576207195,,False,False,False,False,True,False,False,False,False,False,True,confirmed_risk_off,False,True,False,True
2023-04-28,510300.SH,3.745,3.7771999999999997,-0.003989361702127603,-0.03974358974358971,,0.008356382459486769,2177932924.6,78,-0.01749318057828693,,False,False,False,False,True,False,False,False,False,False,True,confirmed_risk_off,False,True,False,True
2023-04-28,510500.SH,6.037,6.0955666666666675,-0.00576416337285901,-0.01757526444263624,,0.00882895468641645,1510864604.4,78,-0.0093357711261981,,False,False,False,False,True,False,False,False,False,False,True,confirmed_risk_off,False,True,False,True
2023-04-28,512100.SH,2.614,2.6741,-0.010598031794095353,-0.02716784518049864,,0.009789906855189635,1213569957.25,78,-0.015106350789837599,,False,False,False,False,True,False,False,False,False,False,True,confirmed_risk_off,False,True,False,True
2023-04-28,512880.SH,0.928,0.9256,0.02428256070640189,-0.03433922996878247,,0.016556588228516047,1259720051.85,78,-0.004022667704952233,,False,False,False,False,True,True,False,False,False,False,True,confirmed_risk_off,False,True,False,True
2023-04-28,516160.SH,2.934,3.1592666666666664,-0.04429967426710091,-0.1746835443037975,,0.018977680914815824,451795502.95,78,-0.08759328742835937,,False,False,False,False,True,False,False,False,False,False,True,confirmed_risk_off,False,True,False,True
2023-05-05,159915.SZ,2.202,2.3338166666666664,-0.0693153000845309,-0.10777957860615883,,0.009402643126430396,1394912971.15525,80,-0.07083795147627589,,False,False,False,False,True,False,False,False,False,False,True,confirmed_risk_off,False,True,False,True
2023-05-05,510300.SH,3.729,3.77415,-0.018684210526315748,-0.018684210526315748,,0.008149983757172618,2065504122.4,80,-0.014947368421052598,,False,False,False,False,True,False,False,False,False,False,True,confirmed_risk_off,False,True,False,True
2023-05-05,510500.SH,5.982,6.092483333333333,-0.032508491023774844,-0.017411300919842332,,0.008440417602320982,1413941259.85,80,-0.019967916777446873,,False,False,False,False,True,False,False,False,False,False,True,confirmed_risk_off,False,True,False,True
2023-05-05,512100.SH,2.578,2.67115,-0.04553868937430594,-0.03734129947722187,,0.009180848978768781,1200478718.75,80,-0.03315199554061112,,False,False,False,False,True,False,False,False,False,False,True,confirmed_risk_off,False,True,False,True
2023-05-05,512880.SH,0.953,0.9256666666666666,0.011677282377919429,0.019251336898395532,,0.014489351545076936,1252310405.45,80,0.012371447710525986,,False,False,False,False,True,True,True,False,False,False,True,confirmed_risk_off,False,True,False,True
2023-05-05,516160.SH,2.869,3.1397833333333334,-0.07421748951274598,-0.1688876013904982,,0.01901869026372556,457510776.15,80,-0.09724203636129768,,False,False,False,False,True,False,False,False,False,False,True,confirmed_risk_off,False,True,False,True
2023-05-12,159915.SZ,2.185,2.310933333333333,-0.07493649449618967,-0.12424849699398799,,0.010296835147323853,1475317733.57225,85,-0.07967399659607106,,False,False,False,False,True,False,False,False,False,False,True,confirmed_risk_off,False,True,False,True
2023-05-12,510300.SH,3.652,3.76495,-0.04197271773347322,-0.052658884565499275,,0.00903021076394016,2218790907.75,85,-0.037852640919588995,,False,False,False,False,True,False,False,False,False,False,True,confirmed_risk_off,False,True,False,True
2023-05-12,510500.SH,5.874,6.0792166666666665,-0.051203359715716434,-0.04549886252843682,,0.008603127869513151,1280591961.9,85,-0.0386808888976613,,False,False,False,False,True,False,False,False,False,False,True,confirmed_risk_off,False,True,False,True
2023-05-12,512100.SH,2.532,2.6595333333333335,-0.06430155210643018,-0.0738844184345282,,0.009382348667677724,1224579746.25,85,-0.055274388216383356,,False,False,False,False,True,False,False,False,False,False,True,confirmed_risk_off,False,True,False,True
2023-05-12,512880.SH,0.941,0.9276,-0.008429926238145424,-0.0010615711252653925,,0.016308907720441905,1343303198.85,85,-0.0037965989453643267,,False,False,False,False,True,True,False,False,False,False,True,confirmed_risk_off,False,True,False,True
2023-05-12,516160.SH,2.879,3.0928666666666667,-0.06918849013902362,-0.16210710128055883,,0.019389791243659915,431085809.15,85,-0.09251823656783299,,False,False,False,False,True,False,False,False,False,False,True,confirmed_risk_off,False,True,False,True
2023-05-19,159915.SZ,2.215,2.2933666666666666,-0.059048428207306825,-0.07823553890969626,,0.011321113659897795,1543003450.4456499,90,-0.05491358684680124,,False,False,False,False,True,False,False,False,False,False,True,confirmed_risk_off,False,True,False,True
2023-05-19,510300.SH,3.664,3.753416666666667,-0.05371900826446274,-0.04929942916450436,,0.008974123462538727,2332501607.45,90,-0.041207374971586844,,False,False,False,False,True,False,False,False,False,False,True,confirmed_risk_off,False,True,False,True
2023-05-19,510500.SH,5.918,6.063133333333332,-0.04840006431902233,-0.03269042170643999,,0.008974691532343967,1127032922.65,90,-0.03243619441018493,,False,False,False,False,True,False,False,False,False,False,True,confirmed_risk_off,False,True,False,True
2023-05-19,512100.SH,2.562,2.6462000000000003,-0.05530973451327448,-0.049703264094955624,,0.009744798453228492,1250497739.65,90,-0.04200519944329205,,False,False,False,False,True,False,False,False,False,False,True,confirmed_risk_off,False,True,False,True
2023-05-19,512880.SH,0.928,0.9286333333333334,-0.03534303534303529,-0.019027484143763096,,0.01552499165802718,1262712613.4,90,-0.021748207794719355,,False,False,False,False,True,False,False,False,False,False,True,confirmed_risk_off,False,True,False,True
2023-05-19,516160.SH,2.911,3.061,-0.06368607269218396,-0.11600364409353181,,0.020816120469853223,395058654.1,90,-0.07187588671428631,,False,False,False,False,True,False,False,False,False,False,True,confirmed_risk_off,False,True,False,True
2023-05-26,159915.SZ,2.167,2.27805,-0.011855905152758917,-0.073931623931624,,0.009590434205698873,1535549138.6665998,95,-0.03431501163375317,,False,False,False,False,True,False,False,False,False,False,True,confirmed_risk_off,False,True,False,True
2023-05-26,510300.SH,3.57,3.7363833333333334,-0.029891304347826164,-0.05179282868525903,,0.008774089393992449,2223191210.6,95,-0.03267365321323408,,False,False,False,False,True,False,False,False,False,False,True,confirmed_risk_off,False,True,False,True
2023-05-26,510500.SH,5.833,6.038250000000001,-0.010181571355845853,-0.04235757675258578,,0.00732071075326034,1081793513.45,95,-0.021015659243372654,,False,False,False,False,True,False,False,False,False,False,True,confirmed_risk_off,False,True,False,True
2023-05-26,512100.SH,2.544,2.632533333333334,-0.006249999999999978,-0.04932735426008972,,0.007567527693678374,1197901209.75,95,-0.02223094170403588,,False,False,False,False,True,False,False,False,False,False,True,confirmed_risk_off,False,True,False,True
2023-05-26,512880.SH,0.903,0.9262666666666666,-0.0011061946902655162,-0.017410228509249226,,0.013005987043299843,1217488995.75,95,-0.007406569279805897,,False,False,False,False,True,False,False,False,False,False,True,confirmed_risk_off,False,True,False,True
2023-05-26,516160.SH,2.866,3.0289,0.027608461814270235,-0.12381534698868846,,0.01828873847012912,330009906.25,95,-0.03848275406976729,,False,False,False,False,True,False,False,False,False,False,True,confirmed_risk_off,False,True,False,True
2023-06-02,159915.SZ,2.175,2.2607333333333335,-0.012261580381471404,-0.07878017789072445,,0.009346932145571177,1639098491.0814,100,-0.03641670330887835,,False,False,False,False,True,False,False,False,False,False,True,confirmed_risk_off,False,True,False,True
2023-06-02,510300.SH,3.583,3.71335,-0.039152587825154184,-0.061796281749148974,,0.00904275010009759,2314332445.5,100,-0.040379547829721266,,False,False,False,False,True,False,False,False,False,False,True,confirmed_risk_off,False,True,False,True
2023-06-02,510500.SH,5.914,6.013616666666667,-0.01136743564025422,-0.0404024014278761,,0.0064138895762034746,1089724673.2,100,-0.02070793482725213,,False,False,False,False,True,False,False,False,False,False,True,confirmed_risk_off,False,True,False,True
2023-06-02,512100.SH,2.575,2.619866666666667,-0.001163692785104642,-0.04981549815498143,,0.0064698834644502995,1110795284.4,100,-0.02039167637603443,,False,False,False,False,True,False,False,False,False,False,True,confirmed_risk_off,False,True,False,True
2023-06-02,512880.SH,0.899,0.9228666666666666,-0.05666316894018886,-0.033333333333333326,,0.011245502727288054,1118260201.7,100,-0.03599860090940887,,False,False,False,False,True,False,False,False,False,False,True,confirmed_risk_off,False,True,False,True
2023-06-02,516160.SH,2.808,2.9894333333333334,-0.021261763680725076,-0.14390243902439026,,0.015430089965062295,277339412.3,100,-0.06606568108204613,,False,False,False,False,True,False,False,False,False,False,True,confirmed_risk_off,False,True,False,True
2023-06-09,159915.SZ,2.086,2.2435833333333335,-0.04530892448512591,-0.0878880629645824,,0.009866978258816026,1652084059.7324,105,-0.05327879497988333,,False,False,False,False,True,False,False,False,False,False,True,confirmed_risk_off,False,True,False,True
2023-06-09,510300.SH,3.564,3.697866666666667,-0.02409638554216864,-0.043221476510067136,,0.008484200455087723,2104307987.5,105,-0.02692714482089431,,False,False,False,False,True,False,False,False,False,False,True,confirmed_risk_off,False,True,False,True
2023-06-09,510500.SH,5.829,5.9949,-0.00766087844739527,-0.03188839063278526,,0.007210344569379165,1074825433.4,105,-0.01581970763207221,,False,False,False,False,True,False,False,False,False,False,True,confirmed_risk_off,False,True,False,True
2023-06-09,512100.SH,2.526,2.609266666666667,-0.0023696682464455776,-0.04607250755287018,,0.007153085558726615,1090504260.45,105,-0.019376870319726302,,False,False,False,False,True,False,False,False,False,False,True,confirmed_risk_off,False,True,False,True
2023-06-09,512880.SH,0.892,0.9214333333333333,-0.05207226354941541,-0.008888888888888946,,0.008371244402746414,911628921.4,105,-0.024384460975321744,,False,False,False,False,True,False,False,False,False,False,True,confirmed_risk_off,False,True,False,True
2023-06-09,516160.SH,2.698,2.9484333333333335,-0.0628690517540813,-0.14021669853409813,,0.01460122695169442,272855037.6,105,-0.08123430011527177,,False,False,False,False,True,False,False,False,False,False,True,confirmed_risk_off,False,True,False,True
2023-06-16,159915.SZ,2.208,2.2347166666666665,-0.0031602708803609714,-0.008086253369272156,,0.01216801933032025,1849008089.0518997,110,-0.004498609699853251,,False,False,False,False,True,False,False,False,False,False,True,mixed,True,False,False,True
2023-06-16,510300.SH,3.699,3.6936166666666663,0.009552401746724781,0.012869660460021803,,0.008898538093264801,1991957538.45,110,0.008968824882698635,,False,False,False,False,True,True,True,False,False,False,True,mixed,True,False,False,True
2023-06-16,510500.SH,5.969,5.9895499999999995,0.008617776275768874,0.004543924604510252,,0.0071082818887121665,1096940611.25,110,0.0052646803521116505,,False,False,False,False,True,False,True,False,False,False,True,mixed,True,False,False,True
