trade_date,symbol,open,high,low,close,volume,amount
2023-01-03,512010.SH,0.478,0.482,0.472,0.477,10813260.0,515512513.0
2023-01-04,512010.SH,0.476,0.482,0.476,0.48,10552893.0,506430262.0
2023-01-05,512010.SH,0.482,0.498,0.481,0.494,17405028.0,855433276.0
2023-01-06,512010.SH,0.494,0.495,0.488,0.491,8937791.0,438587648.0
2023-01-09,512010.SH,0.492,0.497,0.488,0.495,8889284.0,438343644.0
2023-01-10,512010.SH,0.495,0.505,0.492,0.502,11124427.0,556156840.0
2023-01-11,512010.SH,0.502,0.507,0.498,0.499,9286118.0,466243647.0
2023-01-12,512010.SH,0.499,0.503,0.495,0.496,8421395.0,419950477.0
2023-01-13,512010.SH,0.498,0.511,0.496,0.511,11266521.0,569112105.0
2023-01-16,512010.SH,0.512,0.54,0.51,0.531,20197706.0,1071329053.0
2023-01-17,512010.SH,0.53,0.533,0.524,0.528,9525113.0,503277545.0
2023-01-18,512010.SH,0.527,0.528,0.521,0.523,8188160.0,428474381.0
2023-01-19,512010.SH,0.523,0.539,0.52,0.534,14814155.0,788319232.0
2023-01-20,512010.SH,0.534,0.542,0.531,0.532,11108451.0,594300242.0
2023-01-30,512010.SH,0.539,0.541,0.526,0.527,9781786.0,519052431.0
2023-01-31,512010.SH,0.526,0.528,0.512,0.513,12961190.0,671157666.0
2023-02-01,512010.SH,0.514,0.519,0.509,0.518,10637197.0,546566713.0
2023-02-02,512010.SH,0.518,0.527,0.515,0.52,10799249.0,563627979.0
2023-02-03,512010.SH,0.516,0.521,0.51,0.515,13157402.0,677139779.0
2023-02-06,512010.SH,0.508,0.51,0.501,0.503,16101720.0,812947050.0
2023-02-07,512010.SH,0.506,0.509,0.501,0.504,11935319.0,602686850.0
2023-02-08,512010.SH,0.505,0.511,0.504,0.505,8408120.0,426287628.0
2023-02-09,512010.SH,0.503,0.512,0.502,0.512,10233139.0,520320644.0
2023-02-10,512010.SH,0.51,0.512,0.505,0.51,10356245.0,526667989.0
2023-02-13,512010.SH,0.509,0.52,0.509,0.514,12704882.0,653863069.0
2023-02-14,512010.SH,0.514,0.517,0.511,0.515,9775415.0,502509509.0
2023-02-15,512010.SH,0.515,0.517,0.506,0.507,9664449.0,491893042.0
2023-02-16,512010.SH,0.507,0.513,0.498,0.505,11842058.0,599750212.0
2023-02-17,512010.SH,0.502,0.507,0.5,0.502,9885377.0,498505832.0
2023-02-20,512010.SH,0.501,0.511,0.495,0.509,14292578.0,719372494.0
2023-02-21,512010.SH,0.508,0.509,0.503,0.506,9504701.0,480884476.0
2023-02-22,512010.SH,0.503,0.507,0.5,0.503,7286583.0,366546785.0
2023-02-23,512010.SH,0.501,0.506,0.496,0.498,10926612.0,546196664.0
2023-02-24,512010.SH,0.499,0.5,0.492,0.494,8211012.0,406455527.0
2023-02-27,512010.SH,0.491,0.493,0.487,0.489,8164641.0,399588387.0
2023-02-28,512010.SH,0.49,0.496,0.489,0.494,9965960.0,490839693.0
2023-03-01,512010.SH,0.494,0.496,0.489,0.496,13619300.0,672259452.0
2023-03-02,512010.SH,0.494,0.495,0.49,0.491,9378272.0,461598570.0
2023-03-03,512010.SH,0.492,0.497,0.489,0.492,11045401.0,544358826.0
2023-03-06,512010.SH,0.492,0.493,0.488,0.49,9835776.0,482405079.0
2023-03-07,512010.SH,0.489,0.494,0.481,0.482,15494136.0,754795217.0
2023-03-08,512010.SH,0.48,0.482,0.477,0.48,9861842.0,472794231.0
2023-03-09,512010.SH,0.48,0.483,0.478,0.48,9504325.0,456367304.0
2023-03-10,512010.SH,0.477,0.485,0.474,0.48,15160784.0,725615640.0
2023-03-13,512010.SH,0.478,0.481,0.476,0.477,11362061.0,543007336.0
2023-03-14,512010.SH,0.477,0.483,0.476,0.477,14337897.0,687034311.0
2023-03-15,512010.SH,0.481,0.483,0.473,0.475,13300370.0,636259995.0
2023-03-16,512010.SH,0.473,0.478,0.471,0.473,11484838.0,544188975.0
2023-03-17,512010.SH,0.475,0.476,0.46,0.463,21796713.0,1016915110.0
2023-03-20,512010.SH,0.461,0.462,0.453,0.456,14524521.0,663381658.0
2023-03-21,512010.SH,0.458,0.472,0.457,0.471,16855986.0,785859841.0
2023-03-22,512010.SH,0.472,0.475,0.471,0.472,11278340.0,533593416.0
2023-03-23,512010.SH,0.471,0.475,0.47,0.472,8264827.0,390338616.0
2023-03-24,512010.SH,0.473,0.475,0.468,0.469,9981562.0,470461054.0
2023-03-27,512010.SH,0.469,0.477,0.463,0.474,13523133.0,637719023.0
2023-03-28,512010.SH,0.474,0.476,0.472,0.475,8827394.0,418387082.0
2023-03-29,512010.SH,0.475,0.475,0.47,0.471,9257461.0,437033333.0
2023-03-30,512010.SH,0.471,0.474,0.468,0.473,8748594.0,412464782.0
2023-03-31,512010.SH,0.473,0.475,0.469,0.47,8460492.0,398601269.0
2023-04-03,512010.SH,0.469,0.471,0.463,0.466,15527387.0,723410885.0
2023-04-04,512010.SH,0.465,0.469,0.463,0.469,15915183.0,740985207.0
2023-04-06,512010.SH,0.469,0.472,0.467,0.472,17241631.0,810209394.0
2023-04-07,512010.SH,0.471,0.484,0.47,0.483,30501169.0,1465945754.0
2023-04-10,512010.SH,0.484,0.49,0.483,0.487,24293107.0,1184198224.0
2023-04-11,512010.SH,0.488,0.492,0.482,0.485,17241378.0,838431825.0
2023-04-12,512010.SH,0.485,0.488,0.479,0.481,14427070.0,696017817.0
2023-04-13,512010.SH,0.479,0.492,0.476,0.489,21859477.0,1062506469.0
2023-04-14,512010.SH,0.492,0.498,0.486,0.488,20932553.0,1027111530.0
2023-04-17,512010.SH,0.486,0.492,0.485,0.49,18147948.0,886964159.0
2023-04-18,512010.SH,0.487,0.488,0.482,0.485,18213479.0,883259412.0
2023-04-19,512010.SH,0.484,0.485,0.478,0.481,19182091.0,921344501.0
2023-04-20,512010.SH,0.48,0.482,0.47,0.471,22071059.0,1047505762.0
2023-04-21,512010.SH,0.47,0.473,0.463,0.464,16868926.0,790061788.0
2023-04-24,512010.SH,0.465,0.47,0.46,0.462,14556561.0,676547557.0
2023-04-25,512010.SH,0.463,0.463,0.45,0.455,26902920.0,1220298561.0
2023-04-26,512010.SH,0.452,0.459,0.451,0.455,13936500.0,634043460.0
2023-04-27,512010.SH,0.454,0.462,0.453,0.459,12920036.0,590533310.0
2023-04-28,512010.SH,0.461,0.465,0.457,0.461,12944866.0,596244196.0
2023-05-04,512010.SH,0.461,0.466,0.46,0.462,9876636.0,456836839.0
2023-05-05,512010.SH,0.463,0.463,0.454,0.455,12373690.0,565069658.0
2023-05-08,512010.SH,0.459,0.46,0.453,0.457,15384386.0,701610224.0
2023-05-09,512010.SH,0.457,0.459,0.451,0.453,14348721.0,652795900.0
2023-05-10,512010.SH,0.452,0.455,0.448,0.454,18305597.0,826925789.0
2023-05-11,512010.SH,0.454,0.46,0.451,0.452,15194674.0,691981221.0
2023-05-12,512010.SH,0.451,0.455,0.448,0.449,10543200.0,475265753.0
2023-05-15,512010.SH,0.449,0.459,0.447,0.459,13050778.0,591483266.0
2023-05-16,512010.SH,0.461,0.464,0.459,0.463,13565670.0,626900533.0
2023-05-17,512010.SH,0.463,0.463,0.457,0.459,9607312.0,441219829.0
2023-05-18,512010.SH,0.459,0.461,0.453,0.455,9237108.0,421510997.0
2023-05-19,512010.SH,0.454,0.462,0.452,0.459,11788585.0,539500809.0
2023-05-22,512010.SH,0.459,0.466,0.459,0.462,16239138.0,751418482.0
2023-05-23,512010.SH,0.463,0.468,0.461,0.462,12414692.0,577083547.0
2023-05-24,512010.SH,0.461,0.461,0.454,0.455,11172748.0,509887660.0
2023-05-25,512010.SH,0.454,0.455,0.449,0.452,11063228.0,499843873.0
2023-05-26,512010.SH,0.452,0.456,0.452,0.453,9899841.0,449358878.0
2023-05-29,512010.SH,0.454,0.457,0.448,0.452,10940896.0,494161899.0
2023-05-30,512010.SH,0.451,0.453,0.439,0.447,15508234.0,691284018.0
2023-05-31,512010.SH,0.445,0.447,0.436,0.437,16295503.0,717101530.0
2023-06-01,512010.SH,0.437,0.445,0.436,0.441,12792832.0,564218522.0
2023-06-02,512010.SH,0.441,0.445,0.439,0.443,11402572.0,504448436.0
2023-06-05,512010.SH,0.443,0.445,0.438,0.44,8432251.0,371533981.0
2023-06-06,512010.SH,0.441,0.441,0.432,0.433,11676762.0,509330800.0
2023-06-07,512010.SH,0.434,0.435,0.423,0.426,13926131.0,596972896.0
2023-06-08,512010.SH,0.425,0.426,0.421,0.423,13645289.0,577484563.0
2023-06-09,512010.SH,0.424,0.429,0.423,0.428,11327779.0,483632311.0
2023-06-12,512010.SH,0.427,0.43,0.423,0.428,9849335.0,419659524.0
2023-06-13,512010.SH,0.428,0.432,0.426,0.429,8787454.0,376565055.0
2023-06-14,512010.SH,0.43,0.435,0.428,0.431,12187377.0,526591389.0
2023-06-15,512010.SH,0.432,0.441,0.431,0.441,13913204.0,607039578.0
2023-06-16,512010.SH,0.441,0.446,0.44,0.443,10151679.0,449571018.0
2023-06-19,512010.SH,0.442,0.443,0.437,0.438,8074541.0,355021962.0
2023-06-20,512010.SH,0.439,0.441,0.435,0.436,10149475.0,443941919.0
2023-06-21,512010.SH,0.434,0.435,0.423,0.425,15026197.0,643314736.0
2023-06-26,512010.SH,0.422,0.424,0.419,0.423,12199998.0,514348576.0
2023-06-27,512010.SH,0.424,0.428,0.422,0.424,11899145.0,504581176.0
2023-06-28,512010.SH,0.424,0.425,0.42,0.421,8109361.0,342121273.0
2023-06-29,512010.SH,0.421,0.424,0.419,0.421,10473186.0,441497804.0
2023-06-30,512010.SH,0.421,0.428,0.42,0.425,12678570.0,539159133.0
2023-07-03,512010.SH,0.426,0.429,0.424,0.429,11268135.0,480890369.0
2023-07-04,512010.SH,0.428,0.435,0.423,0.432,16997318.0,728651074.0
2023-07-05,512010.SH,0.431,0.432,0.428,0.428,8585697.0,368859120.0
2023-07-06,512010.SH,0.428,0.428,0.421,0.422,12528633.0,530804164.0
2023-07-07,512010.SH,0.421,0.424,0.42,0.421,10957349.0,462194900.0
2023-07-10,512010.SH,0.423,0.429,0.422,0.423,12550196.0,533833120.0
2023-07-11,512010.SH,0.425,0.427,0.422,0.427,9820241.0,417736447.0
2023-07-12,512010.SH,0.427,0.428,0.424,0.425,7909352.0,337211177.0
2023-07-13,512010.SH,0.426,0.434,0.425,0.433,15625446.0,673289389.0
2023-07-14,512010.SH,0.433,0.434,0.43,0.431,8282852.0,357687760.0
2023-07-17,512010.SH,0.43,0.431,0.426,0.427,7883106.0,336634449.0
2023-07-18,512010.SH,0.428,0.43,0.426,0.43,7899695.0,338046966.0
2023-07-19,512010.SH,0.429,0.43,0.425,0.426,8929662.0,381357439.0
2023-07-20,512010.SH,0.428,0.431,0.424,0.424,7848152.0,335651384.0
2023-07-21,512010.SH,0.425,0.434,0.424,0.429,14712562.0,631638161.0
2023-07-24,512010.SH,0.428,0.436,0.428,0.431,11670659.0,503853647.0
2023-07-25,512010.SH,0.434,0.436,0.431,0.436,14719311.0,638827199.0
2023-07-26,512010.SH,0.435,0.442,0.434,0.44,14683961.0,645188414.0
2023-07-27,512010.SH,0.44,0.444,0.439,0.441,13639325.0,601562918.0
2023-07-28,512010.SH,0.44,0.449,0.438,0.448,15228032.0,676052924.0
2023-07-31,512010.SH,0.45,0.451,0.434,0.437,28375041.0,1252930388.0
2023-08-01,512010.SH,0.436,0.442,0.433,0.435,20321622.0,888343972.0
2023-08-02,512010.SH,0.434,0.435,0.428,0.428,20520020.0,883033867.0
2023-08-03,512010.SH,0.427,0.435,0.426,0.434,16981642.0,732194801.0
2023-08-04,512010.SH,0.436,0.438,0.431,0.431,16341407.0,708318371.0
2023-08-07,512010.SH,0.429,0.43,0.416,0.418,38905788.0,1634645965.0
2023-08-08,512010.SH,0.416,0.423,0.415,0.42,21448421.0,898965206.0
2023-08-09,512010.SH,0.419,0.429,0.418,0.426,23960459.0,1017337472.0
2023-08-10,512010.SH,0.425,0.427,0.422,0.427,12145942.0,515373701.0
2023-08-11,512010.SH,0.427,0.429,0.42,0.421,13600778.0,577227426.0
2023-08-14,512010.SH,0.418,0.423,0.417,0.423,14749735.0,618965779.0
2023-08-15,512010.SH,0.422,0.423,0.416,0.419,14132047.0,591771410.0
2023-08-16,512010.SH,0.419,0.425,0.418,0.42,14199009.0,599709767.0
2023-08-17,512010.SH,0.419,0.423,0.417,0.422,12733636.0,534874826.0
2023-08-18,512010.SH,0.422,0.423,0.415,0.416,14271041.0,596591028.0
2023-08-21,512010.SH,0.413,0.417,0.409,0.412,16121519.0,664878595.0
2023-08-22,512010.SH,0.412,0.414,0.402,0.41,20035452.0,814562596.0
2023-08-23,512010.SH,0.408,0.409,0.401,0.402,12309749.0,498915916.0
2023-08-24,512010.SH,0.403,0.414,0.402,0.412,17579121.0,718351611.0
2023-08-25,512010.SH,0.41,0.414,0.407,0.409,12253718.0,502984345.0
2023-08-28,512010.SH,0.433,0.435,0.413,0.415,22150102.0,933473180.0
2023-08-29,512010.SH,0.414,0.423,0.413,0.421,15044554.0,630939674.0
2023-08-30,512010.SH,0.422,0.423,0.418,0.421,14187831.0,596084765.0
2023-08-31,512010.SH,0.419,0.42,0.416,0.419,10174795.0,425379306.0
2023-09-01,512010.SH,0.419,0.42,0.414,0.416,11431206.0,475232555.0
2023-09-04,512010.SH,0.417,0.422,0.416,0.42,11624351.0,486984405.0
2023-09-05,512010.SH,0.419,0.42,0.417,0.418,7973520.0,333594387.0
2023-09-06,512010.SH,0.417,0.418,0.411,0.412,12775087.0,527611673.0
2023-09-07,512010.SH,0.412,0.412,0.405,0.405,12111629.0,493756383.0
2023-09-08,512010.SH,0.404,0.408,0.404,0.405,11000136.0,445879023.0
2023-09-11,512010.SH,0.406,0.416,0.405,0.415,21058225.0,869250989.0
2023-09-12,512010.SH,0.414,0.416,0.412,0.413,8409229.0,348086746.0
2023-09-13,512010.SH,0.413,0.415,0.407,0.411,11769531.0,482611116.0
2023-09-14,512010.SH,0.41,0.412,0.407,0.411,9325994.0,382232881.0
2023-09-15,512010.SH,0.412,0.421,0.41,0.417,21650326.0,902160956.0
2023-09-18,512010.SH,0.417,0.425,0.417,0.423,17464559.0,736680910.0
2023-09-19,512010.SH,0.423,0.424,0.418,0.421,9174069.0,385973584.0
2023-09-20,512010.SH,0.421,0.421,0.418,0.419,8730792.0,366168673.0
2023-09-21,512010.SH,0.418,0.419,0.414,0.415,8686970.0,361067343.0
2023-09-22,512010.SH,0.414,0.42,0.41,0.419,11110462.0,461503637.0
2023-09-25,512010.SH,0.419,0.427,0.418,0.425,18039630.0,764161181.0
2023-09-26,512010.SH,0.425,0.426,0.422,0.423,6922198.0,293472420.0
2023-09-27,512010.SH,0.423,0.433,0.423,0.432,17158374.0,737107995.0
2023-09-28,512010.SH,0.432,0.434,0.427,0.428,10157687.0,436113763.0
2023-10-09,512010.SH,0.428,0.434,0.423,0.433,13345306.0,572602310.0
2023-10-10,512010.SH,0.433,0.433,0.425,0.426,9508719.0,407188995.0
2023-10-11,512010.SH,0.427,0.44,0.427,0.435,20835779.0,908357555.0
2023-10-12,512010.SH,0.439,0.44,0.434,0.437,12012348.0,525375425.0
2023-10-13,512010.SH,0.434,0.439,0.433,0.435,10696778.0,466034773.0
2023-10-16,512010.SH,0.437,0.439,0.427,0.428,14895137.0,643252927.0
2023-10-17,512010.SH,0.43,0.431,0.422,0.427,12763365.0,542432154.0
2023-10-18,512010.SH,0.426,0.426,0.42,0.42,13289645.0,560710607.0
2023-10-19,512010.SH,0.418,0.42,0.413,0.415,14093014.0,586598394.0
